model,precision_iou50,recall_iou50,f1_iou50,mAP50,mAP50_95
Pretrained YOLOv8n,0.05555555555555555,0.00034677069787602947,0.0006892392521754114,0.00026402640264026406,7.920792079207921e-05
Fine-tuned YOLOv8n,0.9444257608878426,0.9738188123103598,0.9588970933458535,0.7783121942789046,0.5484447783731301
