frame_id,west_in,east_in,north_in,south_in,total_flow
616,1,0,0,0,1
617,1,0,0,0,1
618,0,0,0,0,0
619,0,0,0,0,0
620,0,0,0,0,0
621,0,0,0,0,0
622,0,0,0,0,0
623,0,0,0,0,0
624,0,0,0,0,0
625,0,0,0,0,0
626,0,0,0,0,0
627,0,0,0,0,0
628,0,0,0,0,0
629,0,0,0,0,0
630,0,1,0,0,1
631,0,0,0,0,0
632,0,0,0,0,0
633,0,0,0,0,0
634,0,0,0,0,0
635,0,1,0,0,1
636,0,2,0,0,2
637,0,0,0,0,0
638,0,0,0,0,0
639,0,0,0,1,1
640,0,0,0,0,0
641,0,0,0,0,0
642,0,0,0,0,0
643,1,0,0,0,1
644,0,1,0,0,1
645,1,0,0,0,1
646,0,0,0,0,0
647,0,0,0,0,0
648,1,0,0,0,1
649,0,0,0,0,0
650,0,0,0,0,0
651,0,0,0,0,0
652,0,0,1,0,1
653,0,0,0,0,0
654,0,0,0,0,0
656,0,0,0,0,0
657,0,0,0,1,1
658,1,0,0,0,1
659,0,0,0,0,0
660,0,0,0,0,0
661,0,0,0,0,0
662,0,0,0,0,0
663,0,0,0,0,0
664,0,0,0,0,0
665,0,0,0,0,0
666,0,0,0,0,0
667,0,0,0,0,0
668,0,0,0,0,0
669,0,0,0,0,0
670,0,0,0,0,0
671,0,0,0,0,0
672,0,0,0,0,0
673,0,0,0,0,0
674,0,0,0,0,0
676,0,0,0,0,0
677,0,1,1,0,2
678,0,0,0,0,0
679,0,0,0,0,0
680,0,0,0,0,0
681,0,0,0,0,0
682,0,0,1,0,1
683,0,0,0,0,0
684,0,0,0,0,0
685,0,0,0,0,0
686,0,0,0,0,0
687,0,0,0,0,0
688,0,0,0,0,0
689,0,0,0,0,0
690,0,0,0,0,0
691,0,0,3,0,3
692,0,0,0,0,0
693,0,0,0,0,0
694,0,0,1,0,1
695,0,0,0,0,0
696,0,0,0,0,0
697,0,0,0,0,0
698,0,0,0,0,0
699,0,0,0,0,0
700,0,0,0,0,0
701,0,0,0,0,0
702,0,0,0,1,1
703,0,0,0,0,0
704,0,0,0,1,1
705,0,0,0,0,0
706,0,0,1,0,1
707,0,0,0,0,0
708,0,0,0,0,0
709,0,0,0,0,0
710,0,0,0,0,0
711,0,0,0,0,0
712,0,0,0,0,0
713,0,0,0,0,0
714,0,0,0,1,1
715,0,0,0,0,0
716,0,0,0,0,0
717,0,0,0,0,0
718,0,0,0,0,0
719,0,0,0,0,0
720,0,0,0,0,0
721,0,0,1,0,1
722,0,0,0,0,0
724,0,0,0,0,0
725,0,0,0,0,0
726,0,0,0,0,0
727,0,0,0,0,0
729,0,0,0,0,0
730,0,0,0,0,0
731,0,0,0,0,0
732,0,0,0,0,0
733,0,2,0,0,2
734,0,0,0,0,0
735,0,0,0,0,0
736,0,0,0,0,0
737,0,0,0,0,0
738,0,0,0,0,0
739,0,0,0,0,0
740,0,0,0,0,0
741,0,0,0,0,0
742,0,0,0,0,0
743,0,0,0,0,0
744,0,0,0,0,0
745,0,0,0,0,0
746,0,0,0,0,0
747,0,0,0,0,0
748,0,0,0,0,0
749,0,0,0,0,0
750,0,0,0,0,0
751,0,0,0,0,0
752,0,0,0,0,0
753,0,0,0,0,0
754,0,0,2,0,2
755,0,0,0,0,0
756,0,0,0,0,0
757,0,0,0,0,0
758,0,0,0,0,0
759,0,0,0,0,0
760,1,0,1,0,2
761,0,0,1,0,1
762,0,0,0,0,0
763,0,0,0,0,0
764,0,0,0,0,0
765,0,0,0,0,0
766,0,1,0,0,1
767,0,1,0,0,1
768,0,0,0,0,0
769,0,1,0,0,1
770,0,0,0,0,0
771,1,0,0,0,1
772,0,0,0,0,0
773,0,0,0,0,0
774,0,0,1,0,1
775,0,0,0,0,0
776,0,0,0,0,0
777,0,0,0,0,0
779,0,0,0,0,0
780,0,0,0,0,0
782,0,0,0,0,0
783,0,0,1,0,1
784,1,0,0,0,1
785,0,0,0,0,0
786,0,0,0,0,0
787,0,0,0,0,0
788,0,1,0,0,1
789,0,0,0,0,0
790,0,0,0,0,0
791,0,0,0,0,0
792,0,0,0,0,0
793,0,0,0,0,0
794,0,1,0,0,1
795,0,0,0,0,0
796,0,0,0,0,0
797,0,0,0,0,0
798,0,1,0,0,1
799,0,0,0,0,0
801,0,0,0,0,0
802,0,0,0,0,0
803,0,0,0,0,0
804,0,0,0,0,0
805,0,0,0,0,0
806,0,0,0,0,0
807,0,0,0,0,0
808,0,0,0,0,0
809,0,0,0,1,1
810,0,0,0,0,0
811,0,0,0,0,0
812,0,0,0,0,0
813,0,0,0,0,0
814,0,0,0,0,0
816,1,0,0,0,1
817,0,0,0,0,0
818,0,0,0,0,0
819,0,0,0,0,0
820,0,1,0,0,1
821,0,0,0,0,0
822,0,0,0,0,0
823,0,0,0,0,0
824,0,0,0,0,0
825,0,0,0,0,0
826,0,0,0,0,0
827,0,0,0,0,0
828,0,0,0,0,0
829,0,0,0,0,0
830,0,0,0,0,0
831,0,0,0,0,0
