source_id,frame,west_in,east_in,north_in,south_in,total_flow
zhandong_road2,8436,0,0,0,1,1
zhandong_road2,8466,0,0,0,0,0
zhandong_road2,8496,0,0,0,0,0
zhandong_road2,8526,0,0,0,0,0
zhandong_road2,8556,0,1,0,0,1
zhandong_road2,8586,0,0,0,1,1
zhandong_road2,8616,0,1,0,1,2
zhandong_road2,8646,0,0,1,0,1
zhandong_road2,8676,0,0,0,0,0
zhandong_road2,8706,1,0,0,0,1
zhandong_road2,8736,0,0,0,0,0
zhandong_road2,8766,1,0,0,0,1
zhandong_road2,8796,0,0,0,0,0
zhandong_road2,8826,1,1,0,0,2
zhandong_road2,8856,0,1,0,0,1
zhandong_road2,8886,0,2,0,0,2
zhandong_road2,8916,0,0,0,0,0
zhandong_road2,8946,0,2,0,0,2
zhandong_road2,8976,1,1,0,0,2
zhandong_road2,9006,0,0,1,0,1
zhandong_road2,9036,1,1,0,0,2
zhandong_road2,9066,0,0,0,0,0
zhandong_road2,9096,1,2,1,0,4
zhandong_road2,9126,2,1,0,0,3
zhandong_road2,9156,1,0,1,0,2
zhandong_road2,9186,0,0,0,0,0
zhandong_road2,9216,0,0,0,0,0
zhandong_road2,9246,0,0,0,0,0
zhandong_road2,9276,0,0,0,1,1
zhandong_road2,9306,0,0,0,0,0
zhandong_road2,9336,1,0,0,0,1
zhandong_road2,9366,0,0,0,0,0
zhandong_road2,9396,0,0,0,0,0
zhandong_road2,9426,0,1,0,0,1
zhandong_road2,9456,0,0,0,0,0
zhandong_road2,9486,1,0,0,0,1
zhandong_road2,9516,2,0,0,0,2
zhandong_road2,9546,0,1,0,0,1
zhandong_road2,9576,0,0,0,0,0
zhandong_road2,9606,0,0,0,0,0
zhandong_road2,9636,1,0,0,0,1
zhandong_road2,9666,0,0,1,0,1
zhandong_road2,9696,0,1,0,0,1
zhandong_road2,9726,0,0,0,0,0
zhandong_road2,9756,0,0,0,0,0
zhandong_road2,9786,0,0,0,0,0
zhandong_road2,9816,0,0,1,0,1
zhandong_road2,9846,0,0,0,0,0
zhandong_road2,9876,0,0,0,0,0
zhandong_road2,9906,0,2,1,0,3
zhandong_road2,9936,0,0,0,0,0
zhandong_road2,9966,0,0,0,0,0
zhandong_road2,9996,0,1,0,0,1
zhandong_road2,10026,0,1,0,0,1
zhandong_road2,10056,0,0,1,0,1
zhandong_road2,10086,0,0,0,0,0
zhandong_road2,10116,0,0,0,0,0
zhandong_road2,10146,0,0,0,0,0
zhandong_road2,10176,0,0,0,0,0
